"ID","price"
15035,181663.829864623
15036,168896.2215478
15037,514292.804201604
15038,108780.993064821
15039,106982.888287191
15040,108718.443665725
15041,168859.567237487
15042,229398.934714587
15043,92052.7864453688
15044,116959.114838971
15045,207777.11005879
15046,73760.1658811301
15047,187152.804810307
15048,175769.085751856
15049,349793.275550432
15050,75374.9807634196
15051,160305.172060255
15052,178867.35042439
15053,309569.271331673
15054,139149.667395581
15055,165973.189128636
15056,202403.224210825
15057,388225.768602598
15058,120758.899515878
15059,144815.155517185
15060,140632.404576273
15061,118626.163270033
15062,166603.40596275
15063,109592.883175332
15064,179347.026331042
15065,282802.389287133
15066,110886.978936479
15067,188148.029516321
15068,366718.323488503
15069,134364.45716708
15070,166177.462459543
15071,169295.18029576
15072,168669.948647259
15073,130514.882014969
15074,135067.203675777
15075,256266.470354151
15076,405474.819741982
15077,135725.390086317
15078,71969.7885180591
15079,337380.59521103
15080,153485.765466236
15081,169417.880987104
15082,222314.659043208
15083,97577.0583436097
15084,187027.149159953
15085,286677.490348484
15086,166086.445822123
15087,93349.9835329398
15088,156788.594620664
15089,78792.7753916196
15090,126435.67533989
15091,102081.780994881
15092,79967.7860973695
15093,155375.040324812
15094,94427.4819433057
15095,82407.4950791722
15096,155720.816593291
15097,253883.924469571
15098,166682.407374293
15099,84337.8877437522
15100,137703.526560924
15101,59704.310291335
15102,130650.2322805
15103,238716.939698628
15104,157310.134850036
15105,106542.407976308
15106,140450.116001337
15107,166630.105898602
15108,126906.001881648
15109,113182.770610683
15110,83634.4289378002
15111,214813.625282628
15112,161342.258169866
15113,113912.981465552
15114,79896.1353847147
15115,136960.113758359
15116,142530.380571389
15117,101674.855075324
15118,159240.94890169
15119,200667.744423987
15120,142426.043508783
15121,77075.7964697414
15122,93744.8962516805
15123,260070.485993866
15124,194540.177624074
15125,180080.385062002
15126,121316.202514776
15127,238313.069240315
15128,170160.458534615
15129,75427.7437324513
15130,74600.5415615681
15131,87267.4405156557
15132,244102.097901187
15133,344814.178420511
15134,161399.827752693
15135,207139.615034423
15136,83646.369343872
15137,224613.228412866
