"ID","price"
15035,359519.858816477
15036,341799.916943266
15037,1009045.1932566
15038,215358.152537232
15039,213835.256333525
15040,211398.794528492
15041,336782.886570806
15042,450262.626510336
15043,187690.95642235
15044,235316.503391309
15045,417273.95760845
15046,144659.488347715
15047,374105.430523986
15048,354916.27534531
15049,725479.566511036
15050,151312.4700463
15051,323092.582349879
15052,356823.808194421
15053,628275.447905161
15054,272582.089269984
15055,332335.768095268
15056,400630.741177007
15057,786286.236982421
15058,243628.329065748
15059,288753.493723664
15060,283533.38066413
15061,236006.080800344
15062,319379.671315907
15063,214618.868759119
15064,361806.803947161
15065,559231.543841418
15066,215018.000611572
15067,376380.747798603
15068,766205.514463603
15069,263398.199804458
15070,330273.453206959
15071,355078.673519819
15072,330386.006188964
15073,257400.426943729
15074,269815.661381226
15075,509025.668716824
15076,815028.931318421
15077,271336.949983933
15078,145952.036118543
15079,653966.089915752
15080,307647.419935693
15081,347996.769608826
15082,437867.788770927
15083,189346.215075297
15084,378353.54257929
15085,582761.7038478
15086,334653.804243924
15087,189031.52680273
15088,315137.191262318
15089,155776.455328528
15090,258084.962419598
15091,199933.782460793
15092,163079.998517023
15093,311177.418192085
15094,196168.70521714
15095,165284.808821817
15096,316656.04032427
15097,514629.655431083
15098,333562.148567821
15099,167186.51448149
15100,286643.348070271
15101,118580.009314578
15102,258532.073930997
15103,480519.998056662
15104,312355.92745763
15105,217298.84953699
15106,282588.676345912
15107,335293.515362189
15108,255808.837197301
15109,226223.769646659
15110,168122.287306529
15111,430293.447861476
15112,302774.131123621
15113,230515.273034827
15114,158812.843607553
15115,264787.885758342
15116,283150.482613979
15117,207500.873371911
15118,319876.799161757
15119,407258.197398261
15120,279339.341957987
15121,156839.922123858
15122,187823.603421485
15123,525254.64319963
15124,372026.506246506
15125,356488.637080142
15126,246290.898273953
15127,479122.122364542
15128,340767.944008164
15129,150245.080411451
15130,151579.899257213
15131,175556.933117656
15132,476904.396666377
15133,687917.08315048
15134,329144.03813102
15135,409094.192678333
15136,168322.529283967
15137,442756.028000079
15138,202185.71756837
15139,282530.664455966
15140,408142.172004472
15141,256066.419328938
15142,268740.387279589
15143,399117.299869288
15144,397390.336122261
15145,366235.879804853
15146,392386.183970614
15147,195642.538003548
15148,169754.619216117
15149,307574.732026307
15150,312151.309052321
15151,290704.431581723
15152,213135.248228391
15153,241761.445752569
15154,708307.149621841
15155,127962.383454646
15156,279192.445208494
15157,236540.151658455
15158,239927.739215464
15159,198728.967477201
15160,309216.084428701
15161,973654.25771514
15162,288276.743714529
15163,254896.76048258
15164,405565.352343785
15165,454540.213965506
15166,603455.724425695
15167,427637.476889752
15168,550688.328221672
15169,467909.230275129
15170,132681.931852925
15171,351041.613203349
15172,161790.059207992
15173,405912.986210511
15174,144875.307405158
15175,151277.057817611
15176,362987.00431769
15177,189493.596395789
15178,272504.085726172
15179,684161.775982299
15180,504700.771406105
15181,170550.179129125
15182,533745.612070392
15183,179549.360751948
15184,307094.881790272
15185,248326.813796015
15186,738904.139666171
15187,277515.185246742
15188,332055.370977643
15189,226989.643238652
15190,419676.057607302
15191,166928.128791661
15192,304375.200095282
15193,341616.189491967
15194,172739.571982955
15195,200406.50153116
15196,352785.504425106
15197,378098.941642673
15198,259275.280400197
15199,257159.632542803
15200,174302.388463886
15201,404400.022830873
15202,280187.448223577
15203,118420.226394869
15204,154260.605069147
15205,265659.527602348
15206,1022960.22409952
15207,295994.73800287
15208,200651.939696716
15209,217179.94000163
15210,221910.00465221
15211,202408.983035948
15212,448460.129497816
15213,360705.362142628
15214,206544.207237729
15215,283607.149542874
15216,175835.705449758
15217,145524.427151326
15218,318589.476116832
15219,246678.95524058
15220,255026.940090058
15221,495754.28682377
15222,175583.397426572
15223,292725.483456974
15224,401405.883537097
15225,293039.890872121
15226,145373.703133842
15227,367324.486609943
15228,325484.913286898
15229,381218.295513053
15230,233639.425116053
15231,176063.524258375
15232,301765.53645976
15233,334483.508358692
15234,761372.506486465
15235,275849.968732688
15236,247818.138821558
15237,186765.786189134
15238,491970.465761234
15239,391764.577442959
15240,294586.114832989
15241,237175.928708637
15242,340319.378768308
15243,217639.364235216
15244,480928.279890913
15245,281700.991131024
15246,350987.247259952
15247,228079.87423778
15248,417392.008817314
15249,240478.917133542
15250,1172744.86437796
15251,251371.647020494
15252,461736.112852819
15253,275336.382563387
15254,295016.860416082
15255,222933.072374276
15256,218643.323492403
15257,231046.046541148
15258,441326.874140384
15259,153526.15476165
15260,383262.91727948
15261,189103.156099758
15262,306298.770508193
15263,214953.525923392
15264,293123.873036054
15265,663893.839501623
15266,256230.312718678
15267,321361.88414159
15268,245140.213551235
15269,346838.761963556
15270,538762.030541623
15271,663211.44965603
15272,188517.224038867
15273,182017.218241687
15274,389548.068800673
15275,244972.215133869
15276,324716.397458492
15277,165780.364069654
15278,860576.777904446
15279,172674.520919419
15280,377461.733581966
15281,735170.192537525
15282,263682.481686498
15283,160773.969799263
15284,742423.558451165
15285,672786.563947528
15286,310549.782672566
15287,423425.043479117
15288,400674.548761983
15289,439193.24601862
15290,256814.796306235
15291,321192.28530146
15292,314695.152514889
15293,321745.296217624
15294,478642.469637455
15295,254759.841289231
15296,145503.310505301
15297,146798.104072756
15298,549429.146253441
15299,268571.18319914
15300,186156.390620669
15301,275216.811303127
15302,142099.212597147
15303,309568.320326388
15304,494868.450942485
15305,155047.971855751
15306,306903.29863561
15307,390892.791160663
15308,359736.957439083
15309,205953.288771096
15310,257489.558181173
15311,362429.817157875
15312,320006.479703213
15313,953878.430663879
15314,175188.645914326
15315,859021.077943577
15316,245249.622972714
15317,311219.276050115
15318,347678.327573863
15319,872140.701548324
15320,360439.358033249
15321,160158.996264178
15322,458730.143151608
15323,184772.297270422
15324,213538.330882411
15325,219155.688367271
15326,443914.970134644
15327,197953.320287173
15328,414179.566765138
15329,344481.109923363
15330,561452.909679577
15331,275650.808306711
15332,373088.347991406
15333,332664.48979206
15334,205087.055121995
15335,308759.641478286
15336,219963.851721721
15337,161514.223951576
15338,433490.927683305
15339,232510.817295258
15340,195827.969376225
15341,246988.700920897
15342,141819.797196359
15343,175404.914407684
15344,542331.851554307
15345,176590.464080002
15346,299560.344998885
15347,291822.783459259
15348,861865.198303101
15349,199387.893734821
15350,262529.454379901
15351,298619.583235823
15352,876803.318316211
15353,229557.517435617
15354,206565.405057022
15355,353647.771353738
15356,462037.0955329
15357,486953.300123946
15358,546136.211598892
15359,237832.368980035
15360,335721.001046114
15361,161964.640326232
15362,333487.313310713
15363,292442.917725783
15364,383290.489864985
15365,346638.612576289
15366,362754.343990135
15367,331763.573571439
15368,306210.148481005
15369,297631.160188149
15370,307893.930095882
15371,218041.081933537
15372,161902.570542061
15373,237224.475645607
15374,292040.810555147
15375,510087.334272268
15376,263545.549103547
15377,285433.861411966
15378,376750.457341353
15379,203838.017001372
15380,345282.778764754
15381,534388.674773249
15382,447662.809046183
15383,402692.202026918
15384,215249.491357295
15385,1117060.0607318
15386,323766.66306144
15387,393753.926704607
15388,268936.769865158
15389,238990.715952602
15390,282477.519684955
15391,170716.087620918
15392,189227.165133751
15393,273233.917897874
15394,284785.850870174
15395,165760.860742191
15396,173578.493113876
15397,339466.36240998
15398,161240.402430336
15399,389266.816494622
15400,506915.317659311
15401,296153.47852888
15402,552476.44229872
15403,180967.592988858
15404,400381.768492562
15405,228507.022451523
15406,593035.598228097
15407,243762.978868198
15408,327182.221607932
15409,387300.109754302
15410,207180.908212332
15411,286267.590323895
15412,215164.358657675
15413,150591.002833933
15414,178874.978833547
15415,353345.182361523
15416,1019892.27193606
15417,295242.634633673
15418,286130.181371989
15419,323696.792761936
15420,359791.091094686
15421,443895.899982626
15422,580287.528798661
15423,269052.660548663
15424,265362.124514154
15425,742739.006059459
15426,212537.087982155
15427,403606.480993806
15428,427081.308719839
15429,486486.496849679
15430,265516.551636402
15431,228130.024875407
15432,166298.796707025
15433,317740.417529592
15434,233236.281267938
15435,513240.479364122
15436,304840.590447873
15437,877181.981416326
15438,362774.792332804
15439,366825.7883265
15440,439216.862048918
15441,463617.805338164
15442,306998.659487367
15443,294152.795317103
15444,358596.403083062
15445,311119.584758413
15446,284987.033827925
15447,240683.425262703
15448,167607.14747831
15449,154573.919736066
15450,211436.175081732
15451,346444.308215774
15452,197946.583179865
15453,365416.96215971
15454,577434.372408922
15455,1221281.97718513
15456,247025.715622666
15457,364929.836788157
15458,222896.589052735
15459,729432.384942558
15460,369649.166721866
15461,294582.089603418
15462,329090.896060944
15463,112910.27676223
15464,192070.212816083
15465,505164.195393099
15466,138398.09687001
15467,367226.203126256
15468,203813.530207624
15469,152993.44448783
15470,349981.505129482
15471,369980.881763853
15472,209063.779852944
15473,375537.073184361
15474,423282.781726419
15475,452933.726126968
15476,502310.058402314
15477,344080.732060772
15478,214573.945319585
15479,181403.297323146
15480,267402.495199438
15481,175301.282838954
15482,813078.784218272
15483,175205.135542769
15484,399315.794576713
15485,166789.82965745
15486,350006.580238139
15487,307426.700520714
15488,173769.186615477
15489,157798.760327349
15490,244605.997532634
15491,201044.180752113
15492,181230.409270296
15493,222973.882789819
15494,176182.611685339
15495,222408.830391888
15496,439933.387500528
15497,515803.71515835
15498,346998.226908569
15499,449072.184370963
15500,164697.902667723
15501,383361.132897452
15502,227488.666621423
15503,611221.388972191
15504,344924.430901816
15505,133594.139753279
15506,308801.595731599
15507,369323.156376942
15508,439694.295644729
15509,144135.071319399
15510,309580.199313667
15511,818757.929607278
15512,136832.883160068
15513,173224.248962285
15514,365362.817666296
15515,722797.970149755
15516,211132.333625743
15517,234908.921934306
15518,305790.789238918
15519,237235.089994072
15520,309125.091479317
15521,368528.833664197
15522,463817.38123242
15523,467458.467811841
15524,271882.410581175
15525,337081.036124618
15526,184465.026723589
15527,1152248.71114551
15528,214726.73775911
15529,193185.270956073
15530,165503.522376409
15531,598116.939505466
15532,251131.291198999
15533,430776.017538556
15534,466353.746552677
15535,331123.434124462
15536,334274.592775253
15537,644320.513860483
15538,274899.562078653
15539,460571.018738141
15540,380887.8317175
15541,355280.171766839
15542,172416.342006109
15543,172813.805180161
15544,826974.292623118
15545,1282860.20744346
15546,193489.086054014
15547,249818.566905042
15548,270773.580734289
15549,360245.917100196
15550,379287.447474014
15551,433547.127639255
15552,372296.308253764
15553,196991.259745011
15554,410377.145633188
15555,222175.246691404
15556,248930.292357648
15557,469291.361431971
15558,593739.409569611
15559,278894.231113219
15560,331136.410031909
15561,619509.759868481
15562,202006.461827433
15563,243969.193175399
15564,259166.328535
15565,149956.814288095
15566,688635.289021083
15567,178632.111138535
15568,141147.092157632
15569,256730.963839629
15570,403079.635589249
15571,185312.613446782
15572,423031.273621561
15573,180758.139737533
15574,221106.470632469
15575,148999.293549049
15576,312153.927191022
15577,269433.059667087
15578,500476.237716868
15579,219914.780968864
15580,400781.461566183
15581,264320.938676681
15582,882666.141090859
15583,248538.917509194
15584,500259.728088843
15585,162187.894713012
15586,477662.160645217
15587,194415.788855432
